date, pm25, o3, no2, so2, co
2020/10/19, 19, 17, 9, , 1
2020/10/20, 13, 16, 10, , 2
2020/10/21, 21, 16, 14, , 2
2020/10/22, 30, 27, 9, , 2
2020/10/23, 30, 15, 4, , 1
2020/10/24, 16, 18, 7, , 1
2020/10/25, 19, 12, 13, , 2
2020/10/26, 30, 11, 13, , 1
2020/10/27, 23, 16, 13, , 2
2020/10/28, 32, 15, 16, , 3
2020/10/29, 45, 15, 9, , 1
2020/10/30, 20, 25, 14, , 2
2020/10/31, 34, 22, 3, 1, 1
2020/11/1, 26, 19, 10, , 1
2020/11/2, 14, 16, 11, , 1
2020/11/3, 26, 29, 10, , 2
2020/11/4, 41, 25, 10, , 2
2020/11/5, 44, 29, 12, , 2
2020/11/6, 55, 33, 11, , 2
2020/11/7, 63, 35, 18, 1, 5
2020/11/8, 76, 17, 35, 1, 9
2020/11/9, 88, 24, 17, 1, 
2020/11/10, 47, 21, 6, , 
2020/11/11, 25, 19, 7, , 2
2020/11/12, 18, 18, 9, , 2
2020/11/13, 27, 24, 6, , 1
2020/11/14, 24, 25, 4, , 1
2020/11/15, 25, 18, 7, , 1
2020/11/16, 27, 22, 10, , 1
2020/11/17, 26, 23, 13, , 1
2020/11/18, 25, 23, 7, 2, 1
2020/11/19, 28, 20, 10, , 1
2020/11/20, 43, 19, 6, , 2
2020/11/21, 19, 15, 9, , 2
2020/11/22, 12, 12, 14, , 2
2020/11/23, 36, 13, 10, , 1
2020/11/24, 18, 12, 15, , 2
2020/11/25, 39, , , , 2
2020/12/1, 17, 15, 13, , 1
2020/12/2, 19, 14, 15, , 2
2020/12/3, 49, 13, 14, , 2
2020/12/4, 73, 18, 9, , 2
2020/12/5, 23, 22, 10, , 1
2020/12/6, 6, 21, 11, , 2
2020/12/7, 13, 16, 13, , 1
2020/12/8, 30, 14, 12, , 2
2020/12/9, 72, 15, 15, , 2
2020/12/10, 33, 12, 14, , 3
2020/12/11, 82, 21, 8, , 2
2020/12/12, 52, 18, 5, , 1
2020/12/13, 13, 17, 10, , 1
2020/12/14, 26, 15, 13, , 1
2020/12/15, 16, 16, 10, , 1
2020/12/16, 19, 13, 13, , 2
2020/12/17, 25, 14, 14, , 3
2020/12/18, 33, 20, 6, 1, 2
2020/12/19, 46, 16, 6, , 2
2020/12/20, 49, 10, 13, , 2
2020/12/21, 64, 22, 12, , 2
2020/12/22, 42, 25, 7, , 1
2020/12/23, 26, 26, 5, , 1
2020/12/24, 22, 18, 6, , 1
2020/12/25, 10, 19, 7, , 1
2020/12/26, 25, 20, 8, , 1
2020/12/27, 35, 26, 6, , 2
2020/12/28, 26, 23, 10, , 1
2020/12/29, 20, 25, 7, , 1
2020/12/30, 30, 19, 10, , 1
2020/12/31, 37, 21, 9, , 3
2021/1/1, 28, 22, 7, , 2
2021/1/2, 19, 19, 10, , 2
2021/1/3, 38, 16, 13, , 2
2020/7/1, 39, 25, 7, , 2
2020/7/2, 49, 27, 6, , 1
2020/7/3, 26, 26, 4, , 1
2020/7/4, 33, 49, 10, , 
2020/7/5, 37, 27, 10, , 
2020/7/6, 30, 49, 9, , 1
2020/7/7, 34, 43, 14, , 2
2020/7/8, 56, 48, 17, , 2
2020/7/9, 55, 41, 11, , 2
2020/7/10, 43, 28, 6, , 2
2020/7/11, 24, 20, 4, , 1
2020/7/12, 20, 18, 6, , 1
2020/7/13, 26, 28, 7, , 1
2020/7/14, 16, 30, 12, , 1
2020/7/15, 27, 29, 8, , 1
2020/7/16, 37, 45, 8, , 1
2020/7/17, 31, 50, 7, , 1
2020/7/18, 36, 36, 5, , 1
2020/7/19, 31, 21, 6, , 1
2020/7/20, 23, 20, 8, , 1
2020/7/21, 13, 28, 10, , 1
2020/7/22, 18, 39, 8, , 1
2020/7/23, 28, 21, 8, , 1
2020/7/24, 21, 39, 11, , 2
2020/7/25, 32, 42, 6, , 1
2020/7/26, 31, 36, 8, , 1
2020/7/27, 32, 20, 9, , 1
2020/7/28, 26, 30, 11, , 1
2020/7/29, 17, 6, 11, , 1
2020/7/30, 17, 8, 7, , 1
2020/7/31, 22, 9, 6, , 1
2020/8/1, 6, 12, 4, , 1
2020/8/2, 6, 8, 4, , 1
2020/8/3, 7, 4, 10, , 2
2020/8/4, 9, 106, 8, , 1
2020/8/5, 10, 27, 10, , 1
2020/8/6, 15, 25, 10, , 2
2020/8/7, 25, 38, 12, 2, 2
2020/8/8, 37, 37, 4, , 1
2020/8/9, 43, 41, 10, , 2
2020/8/10, 53, 30, 5, , 2
2020/8/11, 36, 36, 11, , 1
2020/8/12, 33, 27, 13, , 2
2020/8/13, 40, 20, 9, , 1
2020/8/14, 37, 29, 8, , 1
2020/8/15, 34, 28, 5, , 2
2020/8/16, 44, 24, 9, , 1
2020/8/17, 25, 12, 8, , 1
2020/8/18, 15, 17, 6, , 1
2020/8/19, 13, 27, 11, , 1
2020/8/20, 26, 34, 10, , 1
2020/8/21, 38, 44, 9, , 2
2020/8/22, 46, 43, 8, , 2
2020/8/23, 49, 40, 8, , 2
2020/8/24, 53, 24, 6, , 1
2020/8/25, 40, 18, 6, , 1
2020/8/26, 14, 26, 7, , 1
2020/8/27, 43, 21, 7, , 1
2020/8/28, 19, 22, 3, , 1
2020/8/29, 19, 26, 3, , 1
2020/8/30, 13, 24, 7, , 1
2020/8/31, 15, 27, 6, , 2
2020/9/1, 27, 27, 6, , 1
2020/9/2, 21, 33, 9, 1, 2
2020/9/3, 23, 19, 6, , 1
2020/9/4, 16, 20, 6, , 1
2020/9/5, 25, 23, 5, , 1
2020/9/6, 20, 27, 3, , 1
2020/9/7, 28, 12, 6, , 1
2020/9/8, 12, 7, 10, , 1
2020/9/9, 34, 10, 5, , 1
2020/9/10, 32, 20, 4, , 1
2020/9/11, 19, 22, 6, , 2
2020/9/12, 21, 22, 2, , 1
2020/9/13, 24, 18, 5, , 1
2020/9/14, 13, 21, 8, , 2
2020/9/15, 18, 28, 7, , 1
2020/9/16, 26, 20, 5, , 1
2020/9/17, 27, 18, 4, , 1
2020/9/18, 12, 20, 6, , 1
2020/9/19, 14, 22, 3, , 2
2020/9/20, 14, 21, 7, , 3
2020/9/21, 20, 29, 14, 1, 4
2020/9/22, 34, 29, 13, , 3
2020/9/23, 52, 21, 25, , 4
2020/9/24, 73, 38, 23, , 3
2020/9/25, 71, 34, 8, , 4
2020/9/26, 59, 28, 4, , 2
2020/9/27, 35, 29, 5, , 1
2020/9/28, 29, 18, 6, , 1
2020/9/29, 22, 16, 8, , 1
2020/9/30, 24, 15, 7, , 1
2020/4/1, 15, 31, 10, , 1
2020/4/2, 19, 22, 10, , 1
2020/4/3, 22, 22, 13, , 1
2020/4/4, 15, 22, 7, , 1
2020/4/5, 28, 25, 14, , 1
2020/4/6, 26, 32, 22, , 2
2020/4/7, 38, 31, 10, , 1
2020/4/8, 37, 29, 8, , 1
2020/4/9, 27, 26, 4, , 1
2020/4/10, 14, 27, 7, , 1
2020/4/11, 23, 31, 12, , 1
2020/4/12, 31, 29, 9, , 1
2020/4/13, 25, 29, 9, , 1
2020/4/14, 29, 23, 13, , 1
2020/4/15, 23, 24, 14, , 1
2020/4/16, 23, 31, 14, , 1
2020/4/17, 32, 33, 13, , 1
2020/4/18, 49, 29, 7, , 1
2020/4/19, 42, 32, 11, , 1
2020/4/20, 35, 30, 8, , 1
2020/4/21, 25, 28, 9, , 1
2020/4/22, 27, 32, 12, , 1
2020/4/23, 27, 28, 12, , 1
2020/4/24, 19, 28, 13, , 1
2020/4/25, 27, 27, 8, , 1
2020/4/26, 28, 31, 8, , 1
2020/4/27, 19, 29, 9, , 1
2020/4/28, 33, 33, 6, , 1
2020/4/29, 22, 35, 12, , 1
2020/4/30, 26, 24, 9, , 2
2020/5/1, 25, 26, 11, , 2
2020/5/2, 33, 32, 9, , 2
2020/5/3, 34, 26, 6, , 1
2020/5/4, 21, 24, 12, , 1
2020/5/5, 23, 24, 12, , 1
2020/5/6, 18, 25, 12, , 1
2020/5/7, 27, 18, 8, , 1
2020/5/8, 23, 26, 7, , 1
2020/5/9, 14, 20, 12, , 1
2020/5/10, 25, 19, 8, , 1
2020/5/11, 15, 25, 11, , 1
2020/5/12, 22, 31, 14, , 1
2020/5/13, 25, 25, 17, , 2
2020/5/14, 46, 19, 22, , 2
2020/5/15, 47, 25, 7, , 2
2020/5/16, 24, 27, 5, , 1
2020/5/17, 20, 30, 3, , 1
2020/5/18, 21, 30, 6, , 1
2020/5/19, 20, 33, 8, , 1
2020/5/20, 25, 30, 15, , 1
2020/5/21, 29, 30, 27, , 2
2020/5/22, 54, 38, 18, , 2
2020/5/23, 56, 32, 9, , 2
2020/5/24, 35, 32, 13, , 2
2020/5/25, 40, 38, 18, , 2
2020/5/26, 54, 37, 16, 1, 2
2020/5/27, 51, 26, 14, , 2
2020/5/28, 29, 28, 6, , 1
2020/5/29, 24, 21, 7, , 1
2020/5/30, 29, 28, 4, , 1
2020/5/31, 11, 32, 9, , 1
2020/6/1, 21, 36, 10, , 1
2020/6/2, 39, 29, 12, , 2
2020/6/3, 46, 44, 12, , 2
2020/6/4, 47, 42, 12, , 2
2020/6/5, 44, 36, 6, , 1
2020/6/6, 33, 26, 3, , 1
2020/6/7, 19, 32, 6, , 1
2020/6/8, 19, 53, 13, , 2
2020/6/9, 32, 36, 8, , 1
2020/6/10, 36, 31, 5, , 1
2020/6/11, 36, 25, 6, , 1
2020/6/12, 30, 29, 4, , 2
2020/6/13, 14, 21, 3, , 1
2020/6/14, 13, 25, 11, , 1
2020/6/15, 24, 28, 16, , 2
2020/6/16, 38, 23, 25, , 2
2020/6/17, 50, 43, 21, , 2
2020/6/18, 50, 45, 14, , 2
2020/6/19, 41, 51, 8, , 2
2020/6/20, 44, 38, 6, , 2
2020/6/21, 43, 51, 11, , 3
2020/6/22, 55, 35, 5, , 2
2020/6/23, 41, 26, 6, , 1
2020/6/24, 26, 33, 9, , 1
2020/6/25, 35, 37, 13, , 2
2020/6/26, 38, 34, 5, 1, 1
2020/6/27, 27, 25, 5, , 2
2020/6/28, 30, 40, 10, , 2
2020/6/29, 32, 27, 7, , 1
2020/6/30, 20, 41, 11, , 2
2020/1/1, 29, 19, 12, , 1
2020/1/2, 33, 15, 18, , 2
2020/1/3, 59, 17, 13, , 2
2020/1/4, 24, 24, 8, , 1
2020/1/5, 16, 21, 12, , 1
2020/1/6, 27, 16, 19, , 2
2020/1/7, 39, 22, 12, , 1
2020/1/8, 31, 16, 19, , 1
2020/1/9, 26, 19, 14, , 2
2020/1/10, 38, 19, 11, , 2
2020/1/11, 18, 20, 10, , 1
2020/1/12, 22, 16, 19, , 2
2020/1/13, 42, 9, 18, , 2
2020/1/14, 55, 14, 17, , 2
2020/1/15, 37, 19, 13, , 1
2020/1/16, 30, 20, 18, , 2
2020/1/17, 22, 23, 14, , 2
2020/1/18, 24, 27, 9, , 1
2020/1/19, 21, 22, 22, , 2
2020/1/20, 21, 21, 27, , 3
2020/1/21, 32, 19, 16, , 1
2020/1/22, 60, 15, 27, 1, 4
2020/1/23, 66, 24, 14, , 2
2020/1/24, 53, 20, 13, , 2
2020/1/25, 47, 11, 12, , 2
2020/1/26, 43, 20, 11, , 1
2020/1/27, 21, 24, 13, , 2
2020/1/28, 15, 24, 17, , 2
2020/1/29, 21, 18, 23, , 2
2020/1/30, 35, 19, 16, , 2
2020/1/31, 42, 22, 18, , 3
2020/2/1, 72, 16, 13, , 2
2020/2/2, 50, 19, 18, , 2
2020/2/3, 29, 24, 15, , 2
2020/2/4, 19, 23, 13, , 1
2020/2/5, 17, 20, 13, , 1
2020/2/6, 17, 21, 12, , 1
2020/2/7, 20, 20, 20, , 2
2020/2/8, 23, 24, 17, , 
2020/2/9, 45, 20, 16, , 
2020/2/10, 39, 24, 20, , 
2020/2/11, 52, 24, 13, , 
2020/2/12, 52, 19, 19, , 
2020/2/13, 45, 18, 18, , 
2020/2/14, 23, 25, 10, , 
2020/2/15, 23, 26, 11, , 
2020/2/16, 54, 25, 10, , 
2020/2/17, 22, 24, 12, , 
2020/2/18, 37, 25, 13, , 
2020/2/19, 20, 21, 16, , 
2020/2/20, 20, 22, 15, , 
2020/2/21, 33, 23, 13, , 
2020/2/22, 44, 30, 11, , 
2020/2/23, 46, 25, 19, , 2
2020/2/24, 62, 27, 15, , 2
2020/2/25, 30, 24, 13, , 2
2020/2/26, 29, 27, 10, , 1
2020/2/27, 16, 27, 11, , 1
2020/2/28, 14, 21, 16, , 2
2020/2/29, 30, 30, 21, , 3
2020/3/1, 42, 21, 19, , 2
2020/3/2, 47, 11, 26, , 3
2020/3/3, 73, 22, 13, , 2
2020/3/4, 40, 26, 14, 1, 2
2020/3/5, 26, 24, 11, , 2
2020/3/6, 21, 26, 12, , 1
2020/3/7, 16, 28, 11, , 2
2020/3/8, 27, 29, 14, , 2
2020/3/9, 35, 27, 10, , 2
2020/3/10, 49, 22, 17, , 2
2020/3/11, 37, 20, 12, , 1
2020/3/12, 29, 25, 9, , 2
2020/3/13, 29, 23, 7, , 1
2020/3/14, 18, 30, 8, , 1
2020/3/15, 13, 24, 14, , 1
2020/3/16, 24, 21, 13, , 2
2020/3/17, 41, 27, 16, , 2
2020/3/18, 21, 24, 14, , 2
2020/3/19, 43, 23, 7, , 1
2020/3/20, 24, 26, 6, , 1
2020/3/21, 20, 25, 9, , 1
2020/3/22, 14, 23, 14, , 2
2020/3/23, 32, 25, 13, , 2
2020/3/24, 30, 24, 13, , 2
2020/3/25, 30, 22, 14, , 3
2020/3/26, 47, 21, 11, , 2
2020/3/27, 22, 24, 7, , 2
2020/3/28, 22, 26, 4, , 2
2020/3/29, 21, , , , 
2019/10/1, 26, 10, 7, , 1
2019/10/2, 28, 14, 9, , 1
2019/10/3, 22, 19, 8, , 2
2019/10/4, 18, 20, 8, , 
2019/10/5, 18, 25, 5, , 
2019/10/6, 22, 16, 13, , 2
2019/10/7, 31, 15, 18, , 3
2019/10/8, 36, 15, 13, , 3
2019/10/9, 24, 15, 12, , 2
2019/10/10, 31, 22, 10, , 2
2019/10/11, 24, 25, 6, , 1
2019/10/12, 18, 32, 7, 1, 1
2019/10/13, 20, 21, 5, , 1
2019/10/14, 14, 18, 13, , 2
2019/10/15, 25, 23, 11, , 2
2019/10/16, 31, 16, 6, , 1
2019/10/17, 19, 17, 9, , 2
2019/10/18, 20, 17, 14, , 3
2019/10/19, 25, 18, 13, , 4
2019/10/20, 25, 25, 13, , 4
2019/10/21, 46, 25, 7, , 2
2019/10/22, 22, 21, 10, , 2
2019/10/23, 18, 21, 11, , 2
2019/10/24, 29, 15, 14, , 2
2019/10/25, 22, 22, 9, , 2
2019/10/26, 25, 21, 6, , 2
2019/10/27, 18, 20, 15, 1, 3
2019/10/28, 42, 19, 19, , 4
2019/10/29, 58, 13, 10, , 2
2019/10/30, 25, 7, 10, , 2
2019/10/31, 19, 16, 8, , 1
2019/11/1, 21, 17, 8, , 2
2019/11/2, 36, 20, 6, , 2
2019/11/3, 26, 20, 7, , 2
2019/11/4, 17, 17, 11, , 2
2019/11/5, 33, 19, 13, , 2
2019/11/6, 38, 16, 14, , 2
2019/11/7, 23, 15, 13, , 2
2019/11/8, 18, 17, 13, 1, 2
2019/11/9, 26, 16, 10, , 2
2019/11/10, 38, 18, 10, , 1
2019/11/11, 33, 18, 13, , 1
2019/11/12, 19, 20, 16, , 2
2019/11/13, 16, 21, 16, 1, 2
2019/11/14, 45, 18, 9, , 2
2019/11/15, 63, 20, 12, , 2
2019/11/16, 18, 19, 14, , 3
2019/11/17, 15, 18, 17, , 4
2019/11/18, 32, 12, 20, , 3
2019/11/19, 36, 9, 22, , 4
2019/11/20, 76, 17, 15, , 3
2019/11/21, 57, 19, 8, , 2
2019/11/22, 23, 17, 10, , 2
2019/11/23, 32, 12, 14, , 3
2019/11/24, 65, 10, 14, , 3
2019/11/25, 70, 13, 19, , 5
2019/11/26, 58, 12, 10, , 2
2019/11/27, 55, 16, 8, , 2
2019/11/28, 25, 18, 13, , 2
2019/11/29, 30, 18, 11, , 2
2019/11/30, 20, 23, 7, , 1
2019/12/1, 38, 16, 16, , 2
2019/12/2, 21, 15, 26, , 3
2019/12/3, 51, 12, 16, , 2
2019/12/4, 49, 18, 15, , 2
2019/12/5, 32, 17, 15, , 2
2019/12/6, 32, 20, 11, , 2
2019/12/7, 21, 21, 6, 1, 2
2019/12/8, 18, 20, 8, , 2
2019/12/9, 28, 19, 10, , 2
2019/12/10, 39, 19, 12, , 2
2019/12/11, 40, 18, 12, , 2
2019/12/12, 35, 19, 12, , 3
2019/12/13, 30, 11, 13, , 3
2019/12/14, 51, 22, 7, , 2
2019/12/15, 21, 16, 17, 1, 4
2019/12/16, 36, 15, 20, , 3
2019/12/17, 62, 20, 15, , 2
2019/12/18, 31, 12, 28, , 3
2019/12/19, 41, 13, 25, , 3
2019/12/20, 43, 16, 20, , 3
2019/12/21, 54, 17, 16, 1, 3
2019/12/22, 78, 17, 17, , 3
2019/12/23, 61, 16, 14, , 2
2019/12/24, 15, 18, 13, , 2
2019/12/25, 56, 15, 9, , 2
2019/12/26, 39, 15, 18, , 3
2019/12/27, 65, 18, 12, , 2
2019/12/28, 44, 19, 10, , 
2019/12/29, 41, , , , 
2019/7/1, 17, 27, 16, , 2
2019/7/2, 51, 35, 17, , 1
2019/7/3, 42, 31, 19, , 2
2019/7/4, 55, 39, 16, , 2
2019/7/5, 59, 67, 12, , 2
2019/7/6, 57, , , , 1
2019/7/8, 63, 34, 18, , 1
2019/7/9, 53, 36, 22, , 2
2019/7/10, 48, 34, 11, , 2
2019/7/11, 47, 15, 7, , 2
2019/7/12, 27, 40, 12, , 2
2019/7/13, 36, 24, 4, , 1
2019/7/14, 23, 32, 9, , 2
2019/7/15, 24, 27, 11, , 1
2019/7/16, 37, 21, 13, , 2
2019/7/17, 33, 24, 12, , 1
2019/7/18, 27, 28, 13, , 2
2019/7/19, 38, 35, 10, , 2
2019/7/20, 43, 27, 7, , 1
2019/7/21, 31, 20, 12, , 1
2019/7/22, 31, 27, 12, , 1
2019/7/23, 37, 29, 9, , 1
2019/7/24, 25, 32, 16, , 2
2019/7/25, 40, 46, 16, 1, 3
2019/7/26, 62, 45, 11, 1, 3
2019/7/27, 52, 38, 12, , 2
2019/7/28, 47, 39, 16, , 2
2019/7/29, 56, 29, 11, 7, 2
2019/7/30, 36, 32, 9, , 1
2019/7/31, 26, 16, 12, , 1
2019/8/1, 27, 25, 19, , 2
2019/8/2, 38, 40, 14, , 2
2019/8/3, 33, 23, 6, , 1
2019/8/4, 30, 37, 12, 1, 2
2019/8/5, 36, 31, 14, , 2
2019/8/6, 47, 53, 14, , 2
2019/8/7, 44, 23, 14, , 2
2019/8/8, 32, 18, 8, , 1
2019/8/9, 24, 20, 7, , 1
2019/8/10, 16, 33, 9, , 2
2019/8/11, 21, 37, 15, , 2
2019/8/12, 37, 19, 19, , 2
2019/8/13, 51, 17, 8, , 1
2019/8/14, 26, 14, 9, , 1
2019/8/15, 21, 30, 15, , 2
2019/8/16, 22, 26, 16, , 2
2019/8/17, 40, 33, 12, , 2
2019/8/18, 35, 26, 10, , 2
2019/8/19, 34, 27, 19, , 2
2019/8/20, 29, 34, 12, , 1
2019/8/21, 34, 19, 7, , 1
2019/8/22, 32, 18, 6, , 1
2019/8/23, 18, 15, 5, , 1
2019/8/24, 15, 17, 7, , 4
2019/8/25, 15, 20, 10, , 1
2019/8/26, 25, 22, 5, , 2
2019/8/27, 17, 29, 10, , 2
2019/8/28, 37, 31, 7, , 1
2019/8/29, 20, 27, 7, , 2
2019/8/30, 33, 27, 8, , 2
2019/8/31, 20, 24, 9, , 2
2019/9/1, 15, 28, 7, , 2
2019/9/2, 31, 28, 10, , 2
2019/9/3, 27, 22, 7, , 2
2019/9/4, 36, 21, 12, , 2
2019/9/5, 28, 19, 14, , 3
2019/9/6, 27, 21, 11, , 2
2019/9/7, 28, 18, 4, , 2
2019/9/8, 11, 15, 11, , 1
2019/9/9, 16, 16, 20, , 2
2019/9/10, 19, 38, 14, , 2
2019/9/11, 45, 12, 10, , 1
2019/9/12, 28, 15, 10, , 1
2019/9/13, 18, 25, 5, , 1
2019/9/14, 26, 15, 13, , 3
2019/9/15, 28, 16, 10, , 2
2019/9/16, 32, 21, 16, , 2
2019/9/17, 34, 21, 20, , 3
2019/9/18, 38, 31, 12, , 2
2019/9/19, 29, 24, 20, , 3
2019/9/20, 35, 30, 20, , 4
2019/9/21, 43, 41, 6, , 2
2019/9/22, 52, 33, 7, , 1
2019/9/23, 34, 15, 11, , 2
2019/9/24, 31, 41, 10, , 2
2019/9/25, 17, 25, 11, , 1
2019/9/26, 32, 28, 16, , 2
2019/9/27, 26, 27, 8, , 1
2019/9/28, 21, 16, 5, , 1
2019/9/29, 23, 17, 8, , 1
2019/9/30, 16, 23, 15, , 2
2019/4/1, 23, 34, 2, 2, 1
2019/4/2, 24, 35, 7, , 2
2019/4/3, 32, 29, 4, , 2
2019/4/4, 25, 27, 6, , 2
2019/4/5, 33, 27, 13, , 3
2019/4/6, 71, 35, 7, , 2
2019/4/7, 35, 31, 11, , 2
2019/4/8, 32, 26, 6, , 2
2019/4/9, 15, 25, 2, , 1
2019/4/10, 12, 31, 3, , 1
2019/4/11, 18, 29, 7, , 1
2019/4/12, 34, 37, 4, , 2
2019/4/13, 24, 27, 1, , 2
2019/4/14, 15, 36, 2, , 2
2019/4/15, 11, 26, 14, , 2
2019/4/16, 29, 37, 14, , 2
2019/4/17, 36, 39, 4, 1, 2
2019/4/18, 39, 26, 2, , 2
2019/4/19, 19, 28, 4, , 2
2019/4/20, 12, 22, 5, , 2
2019/4/21, 44, 25, 13, , 3
2019/4/22, 49, 25, 6, , 2
2019/4/23, 29, 27, 5, , 1
2019/4/24, 16, 31, 7, , 2
2019/4/25, 41, 35, 6, , 1
2019/4/26, 24, 30, 1, , 1
2019/4/27, 11, 35, 1, , 1
2019/4/28, 15, 32, 5, , 1
2019/4/29, 19, 32, 9, , 2
2019/4/30, 21, 33, 5, , 1
2019/5/1, 24, 28, 10, , 2
2019/5/2, 40, 28, 10, , 2
2019/5/3, 25, 21, 10, , 2
2019/5/4, 26, 29, 11, , 3
2019/5/5, 24, 39, 16, 1, 4
2019/5/6, 47, 26, 7, , 1
2019/5/7, 27, 36, 6, , 1
2019/5/8, 10, 34, 5, , 1
2019/5/9, 30, 26, 5, , 2
2019/5/10, 36, 28, 8, , 1
2019/5/11, 13, 33, 2, , 1
2019/5/12, 9, 29, 4, , 1
2019/5/13, 7, 27, 6, , 2
2019/5/14, 19, 35, 20, , 3
2019/5/15, 51, 30, 9, , 2
2019/5/16, 37, 31, 10, , 2
2019/5/17, 36, 30, 3, , 1
2019/5/18, 7, 35, 5, , 1
2019/5/19, 29, 31, 3, , 1
2019/5/20, 25, 31, 5, , 1
2019/5/21, 12, 27, 7, , 1
2019/5/22, 25, 36, 13, , 2
2019/5/23, 24, 33, 5, , 1
2019/5/24, 37, 27, 9, , 2
2019/5/25, 45, 28, 6, , 2
2019/5/26, 24, 38, 9, , 2
2019/5/27, 29, 31, 4, , 1
2019/5/28, 15, 27, 8, , 1
2019/5/29, 23, 28, 10, 3, 3
2019/5/30, 58, 31, 8, , 1
2019/5/31, 19, 32, 9, , 2
2019/6/1, 51, 31, 3, , 1
2019/6/2, 41, 24, 3, 1, 1
2019/6/3, 6, 18, 13, , 1
2019/6/4, 23, 35, 17, , 3
2019/6/5, 60, 28, 8, , 2
2019/6/6, 35, 40, 11, , 2
2019/6/7, 36, 42, 3, , 1
2019/6/8, 24, 46, 4, , 1
2019/6/9, 23, 34, 6, , 1
2019/6/10, 24, 35, 3, , 1
2019/6/11, 15, 42, 15, 1, 2
2019/6/12, 45, 32, 8, , 1
2019/6/13, 32, 32, 4, , 1
2019/6/14, 19, 34, 4, , 1
2019/6/15, 38, 22, 4, , 1
2019/6/16, 18, 22, 7, , 1
2019/6/17, 23, 25, 11, , 2
2019/6/18, 33, 32, 15, , 2
2019/6/19, 55, , , , 2
2019/6/20, 35, 21, 5, , 1
2019/6/21, 13, 32, 6, , 1
2019/6/22, 18, 32, 7, , 1
2019/6/23, 24, 33, 14, , 2
2019/6/24, 43, 30, 13, , 2
2019/6/25, 44, 38, 12, , 2
2019/6/26, 37, 41, 21, , 2
2019/6/27, 45, 39, 26, , 3
2019/6/28, 57, 49, 11, , 2
2019/6/29, 55, 22, 6, 5, 1
2019/6/30, 26, 35, 7, 3, 1
2019/1/1, 12, 16, 13, , 2
2019/1/2, 28, 14, 12, , 2
2019/1/3, 32, 11, 14, 1, 2
2019/1/4, 44, 13, 13, , 3
2019/1/5, 56, 20, 7, , 2
2019/1/6, 28, 20, 9, , 1
2019/1/7, 11, 12, 17, , 3
2019/1/8, 48, 20, 6, , 1
2019/1/9, 13, 22, 5, , 1
2019/1/10, 10, 22, 13, , 1
2019/1/11, 15, 18, 19, , 2
2019/1/12, 21, 20, 12, 1, 2
2019/1/13, 21, 10, 23, 1, 3
2019/1/14, 44, 18, 15, , 2
2019/1/15, 68, 21, 8, , 2
2019/1/16, 17, 17, 19, , 2
2019/1/17, 25, 22, 15, , 3
2019/1/18, 44, 18, 12, , 1
2019/1/19, 13, 22, 7, , 1
2019/1/20, 13, 21, 9, , 1
2019/1/21, 9, 19, 28, , 4
2019/1/22, 38, 18, 11, , 2
2019/1/23, 33, 19, 11, , 2
2019/1/24, 25, 19, 8, , 1
2019/1/25, 24, 22, 10, , 2
2019/1/26, 37, 24, 9, , 2
2019/1/27, 32, 25, 14, , 2
2019/1/28, 19, 24, 10, , 2
2019/1/29, 34, 22, 13, , 2
2019/1/30, 32, 19, 15, , 2
2019/1/31, 33, 19, 25, , 3
2019/2/1, 52, 14, 22, , 3
2019/2/2, 84, 23, 17, , 3
2019/2/3, 80, 29, 15, 2, 3
2019/2/4, 52, 19, 9, , 2
2019/2/5, 20, 20, 12, , 2
2019/2/6, 25, 16, 14, , 2
2019/2/7, 38, 28, 7, , 2
2019/2/8, 16, 28, 5, , 1
2019/2/9, 8, 20, 15, , 2
2019/2/10, 46, 28, 14, , 1
2019/2/11, 25, 27, 7, , 1
2019/2/12, 17, 28, 8, , 2
2019/2/13, 29, 29, 11, , 1
2019/2/14, 41, 27, 12, , 2
2019/2/15, 30, 29, 8, , 1
2019/2/16, 9, 26, 12, , 1
2019/2/17, 18, 30, 9, , 1
2019/2/18, 11, 28, 25, , 3
2019/2/19, 39, 27, 24, , 4
2019/2/20, 51, 34, 10, , 2
2019/2/21, 44, 29, 22, , 3
2019/2/22, 53, 32, 16, , 3
2019/2/23, 35, 36, 8, , 2
2019/2/24, 29, 30, 4, , 1
2019/2/25, 19, 28, 8, , 1
2019/2/26, 25, 21, 15, , 2
2019/2/27, 24, 24, 18, , 2
2019/2/28, 21, 27, 28, , 4
2019/3/1, 47, 33, 23, , 3
2019/3/2, 52, 31, 9, , 2
2019/3/3, 27, 28, 11, , 2
2019/3/4, 27, 30, 12, , 2
2019/3/5, 44, 24, 13, , 2
2019/3/6, 27, 31, 13, , 2
2019/3/7, 32, 34, 24, , 4
2019/3/8, 56, 42, 20, , 3
2019/3/9, 58, 36, 7, , 2
2019/3/10, 35, 36, 7, , 2
2019/3/11, 33, 37, 7, , 1
2019/3/12, 34, 31, 17, , 2
2019/3/13, 50, 28, 17, , 3
2019/3/14, 51, 28, 8, , 2
2019/3/15, 21, 31, 3, , 1
2019/3/16, 8, 30, , , 1
2019/3/17, 17, 32, 6, , 3
2019/3/18, 26, 24, 15, , 3
2019/3/19, 55, 37, 6, 1, 2
2019/3/20, 59, 32, 14, , 2
2019/3/21, 62, 28, 3, , 2
2019/3/22, 28, 34, 3, , 1
